name,code,color,height,img_name
КАЛИПСО ,2871,коричневый,2.0,ef75c6f73522dd600c9d2b2def1c5d3f.jpg
КАМЕЛИЯ ,1608,св. серый,2.8,a938c7b63698d9342301fcdd67e0ea75.jpg
КАМЕЛИЯ ,2406,св.бежевый,2.8,554822173fa846e5e8d08c6bf49bcf79.jpg
КАМЕЛИЯ ,4059,розовый,2.8,08139017d3b30331c8dfd27b3c2629a8.jpg
КАМЕЛИЯ ,4240,персик,2.8,4237cad430b4c193a674dca80a388a19.jpg
КАПУР ,0225,белый,2.0,4f1be251b7117da1e1cc54c81f64254b.png
КАПУР ,2870,коричневый,2.0,e02e5de222efef38f557bbd057aa51d0.png
КАРОЛИНА ,0225,белый,2.4,a46d77db150d1882e285a8dbe4396950.jpg
КАРОЛИНА ,1852,серый,2.4,cd3774bd8be90931a11055488363e583.jpg
КАРОЛИНА ,2406,бежевый,2.4,f30e4b040ccacb74a26dea47acb8e331.jpg
Китайская роза ,2870,коричневый,2.0,ffb427669d4a9e98b5c1f67454688df8.png
КОНГО BLACK-OUT ,1852,серый,2.4,5bfe3fc3ad5ea54fd1ec0e0f11df47a3.jpg
КРИС ,0225,белый,2.2,ec7f13af2cd808f97391fb0a2c0c3369.jpg
КРИС ,1608,св. серый,2.2,3ce329f1c25f0a063a2e584ac23a6561.jpg
КРИС ,1852,серый,2.2,60ef807a6092a519acad8678b9d492d5.jpg
КРИС ,2259,магнолия,2.2,ca834fc037c4c8adf91ea590fb446b7f.jpg
КРИС ,2261,св. бежевый,2.2,5ffcfc2fcf379d89f9f5980d932dcc53.jpg
КРИС ,2406,бежевый,2.2,d91e8fd1514cbf7116cd828b81cd1923.jpg
КРИС ,2746,т. бежевый,2.2,f7dbdb7b083c4e3de1e9cee5b945c1c9.jpg
КРИС BLACK-OUT ,0225,белый,2.2,5c5d7a362b3af4009c50b87b84ef7214.jpg
КРИС BLACK-OUT ,2259,магнолия,2.2,ad064dc194a5bf3bf9dc9152756608ea.jpg
КРИС BLACK-OUT ,2406,бежевый,2.2,c60c0cd51dc030b12dad6d61306d9337.jpg
КРИС BLACK-OUT,1608,св. серый,2.2,40fdf0cf8905bf437c7c59eceb005214.jpg
ЛЁН ,0225,белый,2.0,8b56e0146b51b5fc30cad843725d515e.jpg
"Алюминий 89 мм х 0,27",255,белый глянец,0.089,fb87d7480390e621b8de861e98668132.png
"Алюминий 89 мм х 0,27,",255,бежевый глянец,0.089,9b88fb02fd770d034fc0a662aaa80e7c.jpg
"Алюминий 89 мм х 0,27,",255,"перфорация, металлик",0.089,9df53ba85bcca03ec9c164dae9544709.png
"Алюминий 89 мм х 0,27,",255,серый глянец,0.089,283ff1675a3dcdf1b0743ca2c58e52a8.jpg
"Алюминий 89 мм х 0.27,",255,металлик,0.089,6392c11bba86a68f9260ad06046b23c8.png
"Алюминий 89 мм х 0.27,",255,"перфорация, белый глянец",0.089,deb2b78825adba94412d637a2977f46c.png
"Алюминий 89 мм х 0.27,",255,серебро,0.089,c1ccc78a43d7df4bc811ad8c03fab0a6.png
МРАМОР 2,0225,белый,5.4,0f8d618a7f7be4021e2c49057d8d5837.jpg
МРАМОР 2,2261,бежевый,5.4,49210d86dc699f98640ae3808f10dea7.jpg
МРАМОР 2,4261,персик,5.4,11da005c328ef88fb0ec7f4bf9a5fdc2.jpg
МРАМОР 2,5173,голубой,5.4,8da7c3ba29e131a32322ecb628d6a3be.jpg
МРАМОР 2,5992,зеленый,5.4,e8d55c95761986bcd06fe09baa734a56.jpg
РИБКОРД ,0225,белый,5.4,4229ce5789cd8b6b507806e51e8a0e0e.jpg
РИБКОРД ,2261,бежевый,5.4,78f71ea93ca0d3ed96b5971de8e95fa4.jpg
РИБКОРД ,4240,персик,5.4,83d67b0ea3f2167572e2ac315357da95.jpg
РИБКОРД ,5608,зеленый,5.4,49bd1f1acb07ed9ec8b8ecf78b17b3c5.png
СТАНДАРТ ,0225,белый,5.4,931808c75ad7e6576a6fd575a8eea700.jpg
СТАНДАРТ ,1852,серый,5.4,7914d92dab9dbf5394db3dd38aba8e69.jpg
СТАНДАРТ ,2259,бежевый,5.4,317737c75e3a331bbc440d5dc3e9b557.jpg
СТАНДАРТ ,4077,красный,5.4,67ed5db2f4158cbdc2014491fce1d9f0.jpg
СТАНДАРТ ,4082,розовый,5.4,49e239cc6cfafaacac39f77875e70864.jpg
СТАНДАРТ ,5173,голубой,5.4,15604933645c5075782b8c23d0c2b25b.jpg
СТАНДАРТ ,5302,синий,5.4,89f7eecdf5f271f80f4d03296065aed7.jpg
СТАНДАРТ ,5608,зеленый,5.4,7029aad806a21b19c4a77564ac9b2ff2.jpg
СТАНДАРТ ,5864,т.зеленый,5.4,7ffcb82d4685a98946517c76d4d38737.jpg
ФРОСТ ,7013,серебро,5.4,ee9f685bc83f646c8f606030b04a014e.jpg
ФРОСТ ,7122,золото,5.4,474cb16033e331311b3bd95e248c702c.jpg
